name,tags,description
delapouite/present,box container,"A wrapped gift bundling a nice object, offered during special occasions like Christmas or Birthdays."
delapouite/pretzel,food string,"Salty German baked knot, like salty bread."
delapouite/previous-button,gui,Skip to the previous track of the album.
delapouite/price-tag,gui money,A small message attached to objects in shops to indicate how much money they cost.
delapouite/primitive-necklace,bone jewellery stone-age,A shaman decoration to perform rituals around the fire and save the tribe.
delapouite/primitive-torch,fire wood stone-age,Like a big match with a longer lifetime to pierce into a darkness.
delapouite/prism,glass light,The light ray going through this piece of glass feels like The Dark side of the Moon.
delapouite/prisoner,body police,"A (guilty ?) person in jail, behind bars. There's no way to escape without the security code."
delapouite/private-first-class,rank,1 stripe and a bottom loop for this special military rank.
delapouite/private,rank,1 stripe for this rookie military rank.
delapouite/progression,arrow gui rank,To grow higher in skills and capabilities.
delapouite/propeller-beanie,hat,This cap with colorful stripes looks like a small helicopter for crazy people.
delapouite/protection-glasses,eye glass mask,Eye protection to avoid bright projections.
delapouite/pschent-double-crown,egypt hat,Red and White crowns combined for the unification of power.
delapouite/pterodactylus,reptile wing,The sky was the territory of this flying dinosaur. It's the direct inspiration of Ridley from Metroid.
delapouite/public-speaker,action body,A thought leader making passionate announcements to the crowd during a cultural or political meeting.
delapouite/pull,action body,An attempt to move an object in our direction.
delapouite/pulley-hook,machine sea,You'll find this metal hook in harbors at the end of cargo cranes to lift containers or crates from the dock.
delapouite/pumpkin,fruit,A large orange squash which can be carved into a lantern.
delapouite/punching-bag,sport,A fake and unresponsive opponent to practice boxing.
delapouite/purple-tentacle,creature tentacle,This mad tentacle created by Dr. Fred wants to conquer the world.
delapouite/push,action body,To move a heavy block forward.
delapouite/puzzle,toy,An image to reconstruct with missing jigsaw pieces. This enigma can be solved with enough dedication.
delapouite/pylon,building energy,Electrical pylon to carry power across the national grid.
delapouite/pyre,fire stone-age wood,Big flames to dance around and invoke the spirits of ancestors or nature.
delapouite/quiver,arrow container weapon,A box carried by bowmen in their back containing a supply of arrows to practice archery.
delapouite/rabbit-head,mammal,This happy bunny is looking for a carrot for sure!
delapouite/rabbit,animal arimaa farm mammal,A cute pet known for its long ears and love for carrots.
delapouite/raccoon-head,mammal,This big stripped rodent enjoy to go treasure hunting in trash bins.
delapouite/radar-cross-section,energy map,A screen visualization of surroundings detected by rotating waves.
delapouite/radiations,chemical energy,Waves and particles escaping from a high density core.
delapouite/radio-tower,building sound,"A tall signal emitting structure to broadcast analog waves. The highest, the better."
delapouite/raft,boat sea wood,Wooden planks with a mast made by survivors of a ship wreck. This floating vessel is pretty brittle in lost in the ocean.
delapouite/railway,metal vehicle western,Metal road for trains.
delapouite/rake,farm tool,Short fork used for gardening.
delapouite/ram-profile,mammal,An goat head with huge horn.
delapouite/ranch-gate,door farm western,Cattle and cowboys will pass through this wooden frame to enter the estate.
delapouite/raspberry,fruit,Small pink fruit perfect for jam.
delapouite/rat,animal mammal,An rodent bigger than mouse that live in sewers.
delapouite/rattlesnake,reptile western,A small bell at the end of this snake's tail makes a natural alarm.
delapouite/raw-egg,egg food,Yellow and transparent fluid escaping from a broken shell.
delapouite/receive-money,board hand money,"Collect coins in exchange for a goods, when selling something on a market."
delapouite/reed,plant,"Grass like long plant growing in swamps and wetlands.
This is also called cattail."
delapouite/refinery,building,A factory to transform oil and gas through pipes. Other chemical compounds may be produce like sulfur.
delapouite/reload-gun-barrel,gun weapon western,Adding ammo to an empty chamber to have six changes of hitting the next target.
delapouite/remedy,chemical life,A healing syrup found in a drugstore to cure some disease.
delapouite/rempart,building,A high protective wall surrounding a castle. A moat lays at the bottom.
delapouite/reptile-tail,reptile,"When the lizard get separated from its tail, it grows back again."
delapouite/resize,gui,This small square needs to be expanded to fill the maximum size available on screen.
delapouite/resting-vampire,creature death vampire,Dracula slowly regaining energy in is coffin away from the dangerous sunlight.
delapouite/revolver,cluedo gun weapon western,6 chances to hit during a western duel with this old gun.
delapouite/rhinoceros-horn,animal mammal,Big attack spike on the nose.
delapouite/rialto-bridge,bridge,A famous bridge across the Grand Canal of Venice in Italy.
delapouite/ribbon-medal,rank,A star shape award.
delapouite/ribbon-shield,rank shield,"In case of victory, the name of the winner will be attached to the fabric."
delapouite/ring-box,jewellery,This gem on a ring can be offered as a present during a wedding ceremony between spouses.
delapouite/ring-mould,metal tool,Melted gold flows through the pattern to forge new jewellery.
delapouite/ring,hand jewellery,One ring to rule them all.
delapouite/ringing-alarm,sound trap,Alert! A warning is triggered : it's either the end of school or someone tried to escape.
delapouite/ringmaster,body circus,Master of ceremony in charge of animating and diverting a circus audience.
delapouite/river,liquid nature,A large stream of water running through the land.
delapouite/road,building car map,This path could be a quiet street or a car highway.
delapouite/robber-mask,head mask police,"A rib-knit two holes balaclava used to conceal the face when robbing a bang or spying.
Discretion and stealth are required for those tasks."
delapouite/robber,action bag body money police,A burglar escaping with his loot. How can this thief run with such a heavy bag?
delapouite/robin-hood-hat,hat,This famous thief robs rich people of Nothingam to give back to the poor.
delapouite/robot-antennas,head robot,Capturing ultra-waves signals is the specialty of this mobile computer that can then vocalize the results.
delapouite/robot-grab,claw robot,"A pincer with rotative parts, a hand for androids."
delapouite/robot-helmet,head robot,A mask with a respiratory system and thick metal plates.
delapouite/robot-leg,robot science-fiction,A mechanical limb to run very quickly. With the spring behind the knee the metal leg can also jump to great heights.
delapouite/rock-golem,creature stone,This strong monster is very resistant but also slow to move.
delapouite/rocket-thruster,science-fiction space vehicle,Propulsion engine to defy gravity and maybe reach light speed.
delapouite/rocking-chair,household western,To rest in the calm of the porch in front of the farm.
delapouite/rod-of-asclepius,greek-roman life reptile symbol,A wooden staff with a snake around it. Not to be confused with a caduceus
delapouite/rolled-cloth,catan clothing,"A textile piece, made of linen or synthetic fabric. Can be turned in shirts, carpets, curtains…"
delapouite/roller-skate,boot sport,Wheels under a shoe to roll on a track like a pro.
delapouite/rolling-dice-cup,board dice,Like a random cocktail of probability when you shake your luck energy before your turn.
delapouite/rolling-dices,board dice toy,"Score random points when thrown during a board game. Most of the time, highest numbers are better."
delapouite/roman-shield,greek-roman shield,Protections of soldiers in roman legions. Can form turtle formations during defensive tactics.
delapouite/roman-toga,clothing greek-roman,Old garment draped over the body.
delapouite/rooster,animal bird farm france,This chicken sings in the morning to show everyone that it's the king of the farm.
delapouite/rope-bridge,bridge string,This rudimentary bridge sways a lot during windy days but it's the only way to go across the deep canyon.
